time,temp
2025-11-21 17:45:00,21.1912109375
2025-11-21 17:45:01,21.1912109375
2025-11-21 17:45:02,21.1861328125
2025-11-21 17:45:03,21.2013671875
2025-11-21 17:45:04,21.1912109375
2025-11-21 17:45:05,21.2013671875
2025-11-21 17:45:06,21.1810546875
2025-11-21 17:45:08,21.1912109375
2025-11-21 17:45:09,21.1912109375
2025-11-21 17:45:10,21.20625
2025-11-21 17:45:11,21.1861328125
2025-11-21 17:45:12,21.2013671875
2025-11-21 17:45:13,21.1962890625
2025-11-21 17:45:14,21.1962890625
2025-11-21 17:45:15,21.1810546875
2025-11-21 17:45:16,21.20625
2025-11-21 17:45:18,21.1912109375
2025-11-21 17:45:19,21.1861328125
2025-11-21 17:45:20,21.21640625
2025-11-21 17:45:21,21.1912109375
2025-11-21 17:45:22,21.1861328125
2025-11-21 17:45:23,21.211328125
2025-11-21 17:45:24,21.1962890625
2025-11-21 17:45:25,21.1912109375
2025-11-21 17:45:27,21.1861328125
2025-11-21 17:45:28,21.211328125
2025-11-21 17:45:29,21.1912109375
2025-11-21 17:45:30,21.1810546875
2025-11-21 17:45:31,21.1912109375
2025-11-21 17:45:32,21.1810546875
2025-11-21 17:45:33,21.1912109375
2025-11-21 17:45:34,21.1912109375
2025-11-21 17:45:36,21.1912109375
2025-11-21 17:45:37,21.1861328125
2025-11-21 17:45:38,21.1962890625
2025-11-21 17:45:39,21.1962890625
2025-11-21 17:45:40,21.2013671875
2025-11-21 17:45:41,21.1912109375
2025-11-21 17:45:42,21.1962890625
2025-11-21 17:45:43,21.1912109375
2025-11-21 17:45:45,21.2013671875
2025-11-21 17:45:46,21.1962890625
2025-11-21 17:45:47,21.1912109375
2025-11-21 17:45:48,21.1962890625
2025-11-21 17:45:49,21.2013671875
2025-11-21 17:45:50,21.1810546875
2025-11-21 17:45:51,21.1912109375
2025-11-21 17:45:52,21.1861328125
2025-11-21 17:45:54,21.20625
2025-11-21 17:45:55,21.17109375
2025-11-21 17:45:56,21.176171875
2025-11-21 17:45:57,21.1861328125
2025-11-21 17:45:58,21.1912109375
2025-11-21 17:45:59,21.1912109375
2025-11-21 17:46:00,21.1810546875
2025-11-21 17:46:01,21.1810546875
2025-11-21 17:46:03,21.1810546875
2025-11-21 17:46:04,21.1810546875
2025-11-21 17:46:05,21.1861328125
2025-11-21 17:46:06,21.1810546875
2025-11-21 17:46:07,21.1912109375
2025-11-21 17:46:08,21.1912109375
2025-11-21 17:46:09,21.1912109375
2025-11-21 17:46:10,21.1861328125
2025-11-21 17:46:12,21.1861328125
2025-11-21 17:46:13,21.1912109375
2025-11-21 17:46:14,21.1962890625
2025-11-21 17:46:15,21.2013671875
2025-11-21 17:46:16,21.1912109375
2025-11-21 17:46:17,21.1962890625
2025-11-21 17:46:18,21.2013671875
2025-11-21 17:46:19,21.1912109375
2025-11-21 17:46:21,21.1861328125
2025-11-21 17:46:22,21.2013671875
2025-11-21 17:46:23,21.2013671875
2025-11-21 17:46:24,21.1810546875
2025-11-21 17:46:25,21.1962890625
2025-11-21 17:46:26,21.1962890625
2025-11-21 17:46:27,21.1912109375
2025-11-21 17:46:28,21.211328125
2025-11-21 17:46:30,21.20625
2025-11-21 17:46:31,21.1962890625
2025-11-21 17:46:32,21.1810546875
2025-11-21 17:46:33,21.2013671875
2025-11-21 17:46:34,21.20625
2025-11-21 17:46:35,21.1861328125
2025-11-21 17:46:36,21.1912109375
2025-11-21 17:46:37,21.1962890625
2025-11-21 17:46:38,21.17109375
2025-11-21 17:46:40,21.1912109375
2025-11-21 17:46:41,21.1912109375
2025-11-21 17:46:42,21.1912109375
2025-11-21 17:46:43,21.1810546875
2025-11-21 17:46:44,21.1810546875
2025-11-21 17:46:45,21.2013671875
2025-11-21 17:46:46,21.1810546875
2025-11-21 17:46:47,21.1912109375
2025-11-21 17:46:49,21.1810546875
2025-11-21 17:46:50,21.1861328125
2025-11-21 17:46:51,21.1810546875
2025-11-21 17:46:52,21.1912109375
2025-11-21 17:46:53,21.1810546875
2025-11-21 17:46:54,21.1912109375
2025-11-21 17:46:55,21.1861328125
2025-11-21 17:46:56,21.2013671875
2025-11-21 17:46:58,21.1912109375
2025-11-21 17:46:59,21.1912109375
2025-11-21 17:47:00,21.1912109375
2025-11-21 17:47:01,21.1962890625
2025-11-21 17:47:02,21.2013671875
2025-11-21 17:47:03,21.1912109375
2025-11-21 17:47:04,21.1912109375
2025-11-21 17:47:05,21.2013671875
2025-11-21 17:47:07,21.1912109375
2025-11-21 17:47:08,21.211328125
2025-11-21 17:47:09,21.1962890625
2025-11-21 17:47:10,21.2013671875
2025-11-21 17:47:11,21.176171875
2025-11-21 17:47:12,21.1912109375
2025-11-21 17:47:13,21.1861328125
2025-11-21 17:47:14,21.1962890625
2025-11-21 17:47:15,21.2013671875
2025-11-21 17:47:17,21.2013671875
2025-11-21 17:47:18,21.2013671875
2025-11-21 17:47:19,21.2013671875
2025-11-21 17:47:20,21.21640625
2025-11-21 17:47:21,21.2013671875
2025-11-21 17:47:22,21.1962890625
2025-11-21 17:47:23,21.2013671875
2025-11-21 17:47:24,21.20625
2025-11-21 17:47:26,21.1962890625
2025-11-21 17:47:27,21.221484375
2025-11-21 17:47:28,21.21640625
